ID_x,knob_point_interpolation,knob_normal_interpolation,knob_nabla_unroll,knob_hessian_unroll,knob_branch,knob_nabla_sumtype,knob_hessian_sumtype,knob_shift_register,knob_flatten_loop,knob_use_wi,knob_pipe_depth,knob_compute_units,estim_logic,estim_reg,estim_mem,estim_dsp,estim_throughput_0,logic,mem,ram,dsp,fmax,fit,ID_int,ID_y,Tracking1,Tracking2,Raycast,Raycast_CreateDepths,Raycast_CreatePointCloud,Raycast_CreateICPMaps,Raycast_ForwardRender,Fusion,Fusion_allocate,Fusion_integrate,Total_time,Unnamed: 12,ID,ate
../benchmarks/icp408,0,1,0,0,0,2,0,2,0,0,2,1,79,40,55,56,1.12993e-05,25704,595662,231,65,112.46,Y,408,icp408_timing.csv,629.059222222,0.0,776.139737374,38.5400606061,0.0,737.481212121,0.0,385.251636364,82.1526565657,303.028,1821.20575758,,408,0.032002
../benchmarks/icp409,0,1,0,0,0,2,0,2,1,0,2,1,80,41,55,56,2.54235e-05,26135,622739,235,65,116.21,Y,409,icp409_timing.csv,610.251525253,0.0,760.201333333,37.4581616162,0.0,722.630989899,0.0,383.964575758,83.2674646465,300.630161616,1785.38878788,,409,0.031984
../benchmarks/icp410,0,1,0,0,0,2,0,4,0,0,2,1,84,43,56,56,1.12993e-05,29645,603602,231,65,114.56,Y,410,icp410_timing.csv,620.090292929,0.0,759.44689899,37.3896363636,0.0,721.94289899,0.0,384.208959596,81.9725555556,302.168454545,1794.36212121,,410,0.031927
../benchmarks/icp411,0,1,0,0,0,2,0,4,1,0,2,1,84,43,56,56,2.54235e-05,29379,630679,235,65,115.15,Y,411,icp411_timing.csv,616.461424242,0.0,758.569040404,37.4886666667,0.0,720.967171717,0.0,384.131535354,82.4364949495,301.627585859,1789.59242424,,411,0.031704
../benchmarks/icp432,0,1,0,0,1,0,0,2,0,0,2,1,77,40,51,47,3.19268e-05,25274,590327,231,55,115.07,Y,432,icp432_timing.csv,655.057848485,0.0,758.856232323,37.4705656566,0.0,721.271787879,0.0,383.960252525,82.4555050505,301.436282828,1828.87747475,,432,0.031704
../benchmarks/icp433,0,1,0,0,1,0,0,2,1,0,2,1,77,40,50,47,3.19268e-05,25754,615676,237,55,113.63,Y,433,icp433_timing.csv,656.059353535,0.0,760.772676768,37.4690909091,0.0,723.190989899,0.0,384.009151515,82.2290505051,301.712969697,1831.57565657,,433,0.031714
../benchmarks/icp444,0,1,0,0,1,1,0,2,0,0,2,1,75,39,50,47,3.19268e-05,25504,589405,229,55,117.45,Y,444,icp444_timing.csv,605.040858586,0.0,765.839050505,37.9751313131,0.0,727.74769697,0.0,385.453363636,83.057,302.325616162,1786.83737374,,444,0.031629
../benchmarks/icp445,0,1,0,0,1,1,0,2,1,0,2,1,75,38,50,47,3.19268e-05,25577,614793,235,55,112.75,Y,445,icp445_timing.csv,623.502323232,0.0,758.799636364,37.3705757576,0.0,721.315424242,0.0,384.864424242,83.1086565657,301.687737374,1798.03171717,,445,0.031591
../benchmarks/icp456,0,1,0,0,1,2,0,2,0,0,2,1,86,45,60,47,3.19268e-05,27698,609529,253,55,116.09,Y,456,icp456_timing.csv,608.020838384,0.0,779.130222222,38.6686262626,0.0,740.344353535,0.0,383.777737374,81.3042323232,302.402292929,1801.22646465,,456,0.032036
../benchmarks/icp457,0,1,0,0,1,2,0,2,1,0,2,1,86,44,60,47,3.19268e-05,27670,634917,259,55,113.59,Y,457,icp457_timing.csv,615.838313131,0.0,760.049040404,37.4142323232,0.0,722.523010101,0.0,384.104363636,82.4831616162,301.554505051,1790.86676768,,457,0.032073
../benchmarks/icp459,0,1,0,0,1,2,0,4,1,0,2,1,90,46,61,47,3.19268e-05,30940,641833,259,55,114.71,Y,459,icp459_timing.csv,610.441272727,0.0,772.878828283,38.4232020202,0.0,734.339272727,0.0,386.277141414,84.3477979798,301.858838384,1800.31686869,,459,0.031754
../benchmarks/icp480,0,1,0,1,0,0,0,2,0,0,2,1,70,35,56,70,2.40687e-05,24280,597251,252,80,139.68,Y,480,icp480_timing.csv,409.030818182,0.0,778.374919192,38.7070505051,0.0,739.552181818,0.0,390.07430303,86.9664646465,303.033919192,1607.18252525,,480,0.031623
../benchmarks/icp481,0,1,0,1,0,0,0,2,1,0,2,1,69,35,55,70,9.61809e-05,24030,620675,256,80,141.4,Y,481,icp481_timing.csv,402.434747475,0.0,760.795181818,37.6664444444,0.0,723.013626263,0.0,393.503656566,89.2021717172,304.228737374,1587.13757576,,481,0.0317
